Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1309483,E,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,76500,53.56948142,-113.3880809,POINT (-113.38808091658704 53.569481415092525),100,,,RESIDENTIAL,,
1275478,,10348,CONNAUGHT DRIVE NW,Y,3200,GLENORA,Nakota Isga Ward,1259500,53.54541038,-113.5449157,POINT (-113.54491569221092 53.54541037900734),100,,,RESIDENTIAL,,
1027614,69,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,158000,53.45176321,-113.4007963,POINT (-113.40079628530401 53.451763208012686),100,,,RESIDENTIAL,,
1060995,,18112,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,198500,53.53067072,-113.6357851,POINT (-113.63578507852934 53.53067072461222),100,,,RESIDENTIAL,,
1171966,47,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,200500,53.46280087,-113.5375251,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1318815,,15706,78 STREET NW,N,2511,MAYLIEWAN,tastawiyiniwak Ward,279500,53.6185366,-113.4623523,POINT (-113.46235225814408 53.61853660390455),100,,,RESIDENTIAL,,
1170182,144,16725,106 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,186500,53.62981153,-113.5047156,POINT (-113.50471561757047 53.62981153409209),100,,,RESIDENTIAL,,
1074046,,727,65 AVENUE NW,Y,6420,MAPLE RIDGE INDUSTRIAL,Sspomitapi Ward,1008500,53.50142432,-113.3553187,POINT (-113.35531872324505 53.501424315648016),100,,,RESIDENTIAL,,
1077932,,2222,137 AVENUE NE,Y,2160,CLOVER BAR AREA,Dene Ward,647000,53.60083666,-113.3130259,POINT (-113.3130259180313 53.60083665691197),100,,,RESIDENTIAL,,
1329150,110,9816,156 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,71500,53.53669311,-113.590851,POINT (-113.59085100674228 53.5366931094185),100,,,RESIDENTIAL,,
1286608,906,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,96000,53.5421619,-113.5301833,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1015601,,524,WOLF WILLOW ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,537000,53.50709941,-113.6065833,POINT (-113.6065833440224 53.507099411467046),100,,,RESIDENTIAL,,
1320092,,9740,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,236000,53.53603672,-113.5978303,POINT (-113.5978302646152 53.536036716035476),100,,,RESIDENTIAL,,
1005677,205,11429,124 STREET NW,N,3240,INGLEWOOD,Anirniq Ward,131500,53.56473555,-113.5354205,POINT (-113.53542050666546 53.56473554691068),100,,,RESIDENTIAL,,
1037407,,9335,180A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,311500,53.64269199,-113.4861844,POINT (-113.48618441926924 53.642691990217365),100,,,RESIDENTIAL,,
1175009,,8409,169 STREET NW,N,4140,ELMWOOD,sipiwiyiniwak Ward,1910500,53.51722679,-113.6104751,POINT (-113.61047505300105 53.51722678909866),100,,,OTHER RESIDENTIAL,,
1259738,,9126,152 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,340500,53.5257461,-113.5837999,POINT (-113.58379989697366 53.525746100824136),100,,,RESIDENTIAL,,
1011865,,299,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,698000,53.50862753,-113.607445,POINT (-113.60744501048788 53.50862752708104),100,,,RESIDENTIAL,,
1062330,502,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,123500,53.54263735,-113.5170943,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1072818,,7290,18 STREET NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,2448500,53.5077479,-113.3726355,POINT (-113.3726354664806 53.50774789736175),100,,,COMMERCIAL,,
1065960,,,,N,5480,STRATHCONA,papastew Ward,5500,53.51976067,-113.5043863,POINT (-113.5043862999382 53.51976066984096),100,,,RESIDENTIAL,,
1159433,25,14511,52 STREET NW,N,2130,CASSELMAN,Dene Ward,171500,53.60752847,-113.4188,POINT (-113.41879998724329 53.607528465911926),100,,,RESIDENTIAL,,
1288968,101,17103,64 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,115500,53.49898412,-113.6193025,POINT (-113.61930247119706 53.49898412109566),100,,,RESIDENTIAL,,
1021302,,108,WOLF WILLOW CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,564500,53.50337983,-113.5974529,POINT (-113.59745291771385 53.50337982784347),100,,,RESIDENTIAL,,
1027242,8,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,154000,53.45176321,-113.4007963,POINT (-113.40079628530401 53.451763208012686),100,,,RESIDENTIAL,,
1259142,305,3403,18 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,66000,53.44743961,-113.3945766,POINT (-113.39457660204833 53.44743961052835),100,,,RESIDENTIAL,,
1114909,,232,GRANDISLE POINT NW,Y,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,1908000,53.43526515,-113.6558184,POINT (-113.65581842687102 53.435265154105366),100,,,RESIDENTIAL,,
1222777,,8904,168 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,335500,53.52444937,-113.6129622,POINT (-113.61296220607747 53.52444937088747),100,,,RESIDENTIAL,,
1054311,,4134,37A STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,305000,53.477407,-113.3968295,POINT (-113.39682948510972 53.47740700048903),100,,,RESIDENTIAL,,
1085273,907,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,127500,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1210111,,16005,95 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,314500,53.53127276,-113.5979493,POINT (-113.59794927162257 53.531272759272824),100,,,RESIDENTIAL,,
1075142,,9210,34 STREET NW,N,6180,EASTGATE BUSINESS PARK,Métis Ward,355000,53.53191528,-113.3945058,POINT (-113.39450581296848 53.53191528033922),100,,,COMMERCIAL,,
1016096,,1438,104 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,394500,53.44576388,-113.4948743,POINT (-113.49487431721505 53.44576388188211),100,,,RESIDENTIAL,,
1182559,207,10330,116 STREET NW,N,1150,OLIVER,O-day'min Ward,121500,53.54533669,-113.521826,POINT (-113.52182596053272 53.54533669113939),100,,,RESIDENTIAL,,
1046838,,7543,152C AVENUE NW,N,2410,KILKENNY,tastawiyiniwak Ward,299000,53.6150365,-113.4594053,POINT (-113.4594053116007 53.61503649577569),100,,,RESIDENTIAL,,
1109271,,15406,74 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,600000,53.5067594,-113.5857174,POINT (-113.585717396257 53.50675940281325),100,,,RESIDENTIAL,,
1008028,,15228,84 STREET NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,359000,53.61489787,-113.4708938,POINT (-113.47089377157386 53.614897865278444),100,,,RESIDENTIAL,,
1324433,,10432,29A AVENUE NW,Y,5180,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,367500,53.46120545,-113.4971692,POINT (-113.49716916924325 53.46120544978328),100,,,RESIDENTIAL,,
1271782,204,14903,92 AVENUE NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,101000,53.5264013,-113.5785211,POINT (-113.5785210831569 53.52640129948485),100,,,RESIDENTIAL,,
1081744,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1058676,,371,KIRKPATRICK CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,293000,53.47927447,-113.4004987,POINT (-113.40049869337946 53.479274466235395),100,,,RESIDENTIAL,,
1013614,,10443,12 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,481500,53.44207856,-113.496989,POINT (-113.49698897580186 53.44207855793155),100,,,RESIDENTIAL,,
1086214,,7720,157 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,556500,53.51065182,-113.5922216,POINT (-113.59222160550289 53.51065182324352),100,,,RESIDENTIAL,,
1029263,2,2020,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,204000,53.45158552,-113.5024809,POINT (-113.50248090098611 53.45158551934073),100,,,RESIDENTIAL,,
1290766,102,6215,172 STREET NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,97000,53.49898412,-113.6193025,POINT (-113.61930247119706 53.49898412109566),100,,,RESIDENTIAL,,
1022953,,181,WOLF WILLOW CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,1163500,53.50161073,-113.5940383,POINT (-113.59403825448722 53.50161072984689),100,,,RESIDENTIAL,,
1064815,208,11115,80 AVENUE NW,N,5200,GARNEAU,papastew Ward,240000,53.51584447,-113.5186405,POINT (-113.51864046956135 53.51584446927477),100,,,RESIDENTIAL,,
1174796,,8119,189A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,416000,53.51479555,-113.6490708,POINT (-113.64907080622035 53.514795549188776),100,,,RESIDENTIAL,,
1164177,,18927,82 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,340500,53.51569334,-113.64983,POINT (-113.64983004502469 53.515693337190164),100,,,RESIDENTIAL,,
1059195,,177,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,302000,53.48140208,-113.4035454,POINT (-113.40354543940276 53.48140208229954),100,,,RESIDENTIAL,,
1014729,,276,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,611500,53.50798968,-113.6096151,POINT (-113.60961505761634 53.50798968369697),100,,,RESIDENTIAL,,
1258235,,9032,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,299500,53.52412828,-113.5855551,POINT (-113.58555508974918 53.52412828171678),100,,,RESIDENTIAL,,
1155084,68,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,215000,53.46396914,-113.537559,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
1213065,1802,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,1305500,53.53994991,-113.5262926,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1091065,,16616,78 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,395500,53.51151274,-113.6092598,POINT (-113.60925976189493 53.51151273549805),100,,,RESIDENTIAL,,
1208255,,7316,183B STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,306000,53.50763245,-113.6413968,POINT (-113.64139675984306 53.507632446372504),100,,,RESIDENTIAL,,
1235654,,3707,97 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,11085000,53.47311322,-113.4782515,POINT (-113.47825152958475 53.473113217937325),100,,,COMMERCIAL,,
1094283,,365,HEDLEY WAY NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,724500,53.46366533,-113.6008285,POINT (-113.60082854549734 53.463665326448535),100,,,RESIDENTIAL,,
1092790,,1881,151 AVENUE NW,N,2280,FRASER,Dene Ward,239000,53.61231006,-113.3704145,POINT (-113.37041449072056 53.61231006204587),100,,,RESIDENTIAL,,
1045509,,4777,35 AVENUE NW,N,6530,MINCHAU,Sspomitapi Ward,170000,53.46509244,-113.4135895,POINT (-113.41358948397541 53.46509244029403),100,,,RESIDENTIAL,,
1009695,,961,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,575500,53.47958535,-113.5882357,POINT (-113.58823567462336 53.47958535053481),100,,,RESIDENTIAL,,
1138288,,7925,154 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,426000,53.51329581,-113.5870995,POINT (-113.58709953151707 53.51329580977014),100,,,RESIDENTIAL,,
1198159,,10607,11 AVENUE NW,N,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,205000,53.44122294,-113.4996749,POINT (-113.49967488386912 53.44122294193852),100,,,RESIDENTIAL,,
1111277,,9203,199 STREET NW,N,4011,ANTHONY HENDAY,Nakota Isga Ward,291500,53.52760916,-113.6575475,POINT (-113.657547470275 53.527609159878416),100,,,RESIDENTIAL,,
1287226,1411,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,122500,53.5421619,-113.5301833,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1169788,107,16725,106 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,184000,53.62981153,-113.5047156,POINT (-113.50471561757047 53.62981153409209),100,,,RESIDENTIAL,,
1277532,302,9505,77 AVENUE NW,N,6610,RITCHIE,papastew Ward,143000,53.51298681,-113.4736266,POINT (-113.4736266233447 53.51298680606999),100,,,RESIDENTIAL,,
1156470,403,17820,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,119000,53.53394321,-113.6298969,POINT (-113.62989686351602 53.533943211241294),100,,,RESIDENTIAL,,
1017110,,10426,12 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,445000,53.44318555,-113.4959289,POINT (-113.4959289201074 53.443185553391395),100,,,RESIDENTIAL,,
1274901,104,9607,156 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,75000,53.53344291,-113.589804,POINT (-113.58980395967004 53.53344290565583),100,,,RESIDENTIAL,,
1103324,,,,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,14000,53.69489065,-113.3084126,POINT (-113.30841264999846 53.694890648401895),100,,,COMMERCIAL,,
1262765,107,14916,26 STREET NW,N,2280,FRASER,Dene Ward,52500,53.61197346,-113.3794813,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1252352,,8916,155 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,333000,53.52184553,-113.5890671,POINT (-113.58906711482098 53.52184553307177),100,,,RESIDENTIAL,,
1220078,,9214,169 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,344500,53.52790265,-113.6143059,POINT (-113.6143059134074 53.52790265417462),100,,,RESIDENTIAL,,
1162106,,19003,86A AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,341000,53.52046798,-113.6504477,POINT (-113.6504476530805 53.52046797554268),100,,,RESIDENTIAL,,
1154939,7,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,207000,53.46396914,-113.537559,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
1336726,,16715,99 AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,431500,53.53739663,-113.611139,POINT (-113.61113901490978 53.537396634222475),100,,,RESIDENTIAL,,
1314939,,9642,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,484500,53.53435435,-113.5978314,POINT (-113.59783136741908 53.53435434548945),100,,,RESIDENTIAL,,
1040674,,7203,46 STREET NW,N,6780,WEIR INDUSTRIAL,Métis Ward,1500,53.50803241,-113.4122076,POINT (-113.41220756015261 53.50803241123843),100,,,COMMERCIAL,,
1067784,,9504,41 AVENUE SW,N,6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,3113500,53.40065115,-113.4766382,POINT (-113.47663823806135 53.400651147443526),99,1,,RESIDENTIAL,FARMLAND,
1043876,801,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,160500,53.54005148,-113.5226128,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1260868,,15007,26 STREET NW,N,2280,FRASER,Dene Ward,152500,53.61263079,-113.3776154,POINT (-113.37761544091563 53.612630787742034),100,,,RESIDENTIAL,,
1126705,,8229,150 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,424500,53.51620869,-113.5792688,POINT (-113.57926882982622 53.516208693831324),100,,,RESIDENTIAL,,
1008523,,15239,88A STREET NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,387500,53.61490435,-113.476442,POINT (-113.47644195184127 53.61490434724084),100,,,RESIDENTIAL,,
1163567,,16439,79A AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,366000,53.51262384,-113.6059012,POINT (-113.60590119657881 53.51262383672572),100,,,RESIDENTIAL,,
1062868,1010,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,259500,53.54263735,-113.5170943,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1049618,,3330,145 AVENUE NW,Y,2430,KIRKNESS,Dene Ward,339500,53.60799987,-113.3923143,POINT (-113.39231433861411 53.60799986987428),100,,,RESIDENTIAL,,
1092667,,1837,151 AVENUE NW,N,2280,FRASER,Dene Ward,233000,53.61218119,-113.3692777,POINT (-113.36927770605988 53.612181190538806),100,,,RESIDENTIAL,,
1243526,,17304,94A AVENUE NW,Y,4520,SUMMERLEA,sipiwiyiniwak Ward,322000,53.53087893,-113.6204783,POINT (-113.62047834111785 53.530878933564516),100,,,RESIDENTIAL,,
1334523,,9624,169 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,368000,53.5350952,-113.6143152,POINT (-113.61431524252257 53.5350952036056),100,,,RESIDENTIAL,,
1098136,,9151,179 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,359500,53.6415904,-113.4805047,POINT (-113.48050472386204 53.64159039966165),100,,,RESIDENTIAL,,
1148576,,7925,159 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,332000,53.51440165,-113.5961882,POINT (-113.59618819262371 53.51440164774695),100,,,RESIDENTIAL,,
1182609,201,10330,116 STREET NW,N,1150,OLIVER,O-day'min Ward,89000,53.54533669,-113.521826,POINT (-113.52182596053272 53.54533669113939),100,,,RESIDENTIAL,,
1047984,,7247,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,329500,53.61429396,-113.4515225,POINT (-113.45152247370385 53.614293958176745),100,,,RESIDENTIAL,,
1080969,,9511,185 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,289000,53.53080219,-113.6423352,POINT (-113.64233516025628 53.53080219428863),100,,,RESIDENTIAL,,
1124098,,15025,86 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,382500,53.51831369,-113.5812642,POINT (-113.58126418333457 53.51831369297201),100,,,RESIDENTIAL,,
1101849,,3820,195 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,464000,53.66354183,-113.281248,POINT (-113.28124802526948 53.663541830009116),99,1,,RESIDENTIAL,FARMLAND,
1171453,30,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,200500,53.46280087,-113.5375251,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1287325,1406,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,99500,53.5421619,-113.5301833,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1297399,702,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,66500,53.58718248,-113.4408551,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1061605,,17052,100 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,161000,53.63202133,-113.4974008,POINT (-113.49740083222332 53.632021325452314),100,,,RESIDENTIAL,,
1122001,201,11324,97 STREET NW,N,1230,SPRUCE AVENUE,O-day'min Ward,67500,53.56338272,-113.4923879,POINT (-113.49238794264247 53.56338272438405),100,,,RESIDENTIAL,,
1054147,,3612,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,308500,53.47654881,-113.397038,POINT (-113.39703804976726 53.47654881411874),100,,,RESIDENTIAL,,
1051622,,3523,43A AVENUE NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,259500,53.48139875,-113.3956246,POINT (-113.39562459066761 53.48139875081336),100,,,RESIDENTIAL,,
1031376,302,11026,106 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,153000,53.55774385,-113.5034466,POINT (-113.50344656834223 53.557743851684336),100,,,RESIDENTIAL,,
1156645,102,9810,178 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,92000,53.53394321,-113.6298969,POINT (-113.62989686351602 53.533943211241294),100,,,RESIDENTIAL,,
1318666,,7914,157 AVENUE NW,N,2511,MAYLIEWAN,tastawiyiniwak Ward,500,53.61878766,-113.4644266,POINT (-113.46442658671585 53.61878766091324),100,,,COMMERCIAL,,
1275403,,12424,109 AVENUE NW,Y,3440,WESTMOUNT,O-day'min Ward,444000,53.55423127,-113.5370163,POINT (-113.53701626552679 53.55423126534335),100,,,RESIDENTIAL,,
1006436,105,14004,26 STREET NW,N,2030,BANNERMAN,Dene Ward,74000,53.60421141,-113.3828356,POINT (-113.38283561139203 53.60421140930098),100,,,RESIDENTIAL,,
1177245,,16417,87 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,292500,53.51919714,-113.6073574,POINT (-113.60735736913166 53.51919714224547),100,,,RESIDENTIAL,,
1095884,,17616,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,314500,53.63899474,-113.4887985,POINT (-113.48879854543844 53.6389947362155),100,,,RESIDENTIAL,,
1027200,12,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,154000,53.45176321,-113.4007963,POINT (-113.40079628530401 53.451763208012686),100,,,RESIDENTIAL,,
1115054,,209,GRANDISLE POINT NW,Y,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,603000,53.43597575,-113.6596968,POINT (-113.65969680164001 53.43597575230901),100,,,RESIDENTIAL,,
1169283,,213,HEATH ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,509000,53.46457265,-113.5947477,POINT (-113.59474773509534 53.46457265275407),100,,,RESIDENTIAL,,
1093954,,744,HENDRA CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,520500,53.46610974,-113.5969692,POINT (-113.59696916283664 53.46610974349332),100,,,RESIDENTIAL,,
1167311,,9357,172 STREET NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,149500,53.52800473,-113.6167127,POINT (-113.61671271516741 53.52800472622175),100,,,RESIDENTIAL,,
1294644,53,14620,26 STREET NW,N,2280,FRASER,Dene Ward,145500,53.61091519,-113.3800782,POINT (-113.38007816269625 53.61091518703206),100,,,RESIDENTIAL,,
1113893,,15505,RIO PARK ROAD NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,1684000,53.50346688,-113.589355,POINT (-113.5893549927865 53.503466884434054),100,,,RESIDENTIAL,,
1052398,,112,KIRKWOOD WAY NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,277000,53.48217818,-113.3965153,POINT (-113.39651532395973 53.48217817985341),100,,,RESIDENTIAL,,
1080720,,18413,95A AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,287500,53.53006369,-113.6411392,POINT (-113.64113922930537 53.53006369090214),100,,,RESIDENTIAL,,
1099712,,16420,26 STREET NW,N,2311,GORMAN,Dene Ward,1717000,53.62727995,-113.3875491,POINT (-113.38754912867577 53.627279953636),100,,,COMMERCIAL,,
1059732,419,11618,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,206000,53.53925221,-113.5224066,POINT (-113.52240662024641 53.53925221051035),100,,,RESIDENTIAL,,
1218171,,9903,82 AVENUE NW,N,6610,RITCHIE,papastew Ward,1210500,53.51773877,-113.4864376,POINT (-113.48643759726757 53.51773877107174),100,,,COMMERCIAL,,
1081918,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1111558,,7511,152 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,419500,53.5084468,-113.5825081,POINT (-113.58250808269806 53.50844679743328),100,,,RESIDENTIAL,,
1130814,,7315,190 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,335500,53.50759498,-113.6510794,POINT (-113.65107936369247 53.50759497921712),100,,,RESIDENTIAL,,
1324854,203,12411,LANSDOWNE DRIVE NW,N,5260,LANSDOWNE,papastew Ward,66000,53.48394901,-113.5433527,POINT (-113.5433526728453 53.483949009797556),100,,,RESIDENTIAL,,
1044775,,14918,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,221000,53.4802337,-113.5794997,POINT (-113.57949971146672 53.48023370488944),100,,,RESIDENTIAL,,
1296391,,15131,99 AVENUE NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,450500,53.53756321,-113.5827977,POINT (-113.58279766312741 53.537563212885345),100,,,RESIDENTIAL,,
1039460,,2104,54 STREET NW,Y,6460,MEYOKUMIN,Karhiio Ward,316000,53.45219069,-113.4250409,POINT (-113.42504092318013 53.45219069315972),100,,,RESIDENTIAL,,
1057231,,438,KIRKPATRICK CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,294500,53.4801332,-113.4026945,POINT (-113.40269450490727 53.48013319945401),100,,,RESIDENTIAL,,
1066380,,3738,97 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,2982500,53.4727084,-113.4804467,POINT (-113.48044671941705 53.47270840126255),100,,,COMMERCIAL,,
1289818,302,6323,172 STREET NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,123000,53.49898412,-113.6193025,POINT (-113.61930247119706 53.49898412109566),100,,,RESIDENTIAL,,
1041813,,,,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,5500,53.48391461,-113.5770313,POINT (-113.577031327807 53.48391461135611),100,,,RESIDENTIAL,,
1007418,,8515,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,346500,53.61425095,-113.472843,POINT (-113.47284298142256 53.614250952661514),100,,,RESIDENTIAL,,
1108885,,7402,151 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,520500,53.50745045,-113.5817849,POINT (-113.58178491361043 53.5074504539652),100,,,RESIDENTIAL,,
1224021,27,11111,26 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,248000,53.45820733,-113.5177771,POINT (-113.51777707261711 53.458207330135366),100,,,RESIDENTIAL,,
1280890,105,4804,34 AVENUE NW,N,6530,MINCHAU,Sspomitapi Ward,88000,53.46504913,-113.4158688,POINT (-113.41586879945567 53.46504913442912),100,,,RESIDENTIAL,,
1203744,310,2628,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,102000,53.45885364,-113.408218,POINT (-113.4082180009321 53.45885364278415),100,,,RESIDENTIAL,,
1298512,,9359,167A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,334000,53.62915183,-113.4874855,POINT (-113.48748548946132 53.62915182931989),100,,,RESIDENTIAL,,
1320241,,9718,160 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,243000,53.53535104,-113.5978313,POINT (-113.59783125689678 53.53535103582943),100,,,RESIDENTIAL,,
1198563,303,11019,107 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,149000,53.55724387,-113.5042279,POINT (-113.50422788016134 53.557243868708696),100,,,RESIDENTIAL,,
